Comparison,PCA_Num,PCA Stage,Model,Accuracy_Mean,Accuracy_Std,Accuracy_95CI_Low,Accuracy_95CI_High,AUC_Mean,AUC_Std,AUC_95CI_Low,AUC_95CI_High,Sensitivity_Mean,Sensitivity_Std,Sensitivity_95CI_Low,Sensitivity_95CI_High,Specificity_Mean,Specificity_Std,Specificity_95CI_Low,Specificity_95CI_High,F1-score_Mean,F1-score_Std,F1-score_95CI_Low,F1-score_95CI_High,Mean_TP,Mean_TN,Mean_FP,Mean_FN
NC vs AD,50,After Scaling,LR (L2),0.8028844613001442,0.036735257004376645,0.757271615213047,0.8484973073872415,0.8583985389899806,0.017882257182840852,0.8361947840394265,0.8806022939405348,0.7714828515138114,0.06490054497663487,0.6908981813525196,0.8520675216751031,0.829468237884222,0.039744965858056376,0.7801183446684354,0.8788181311000085,0.7886312546590841,0.04096394465612801,0.7377677993551585,0.8394947099630098,71.8,83.8,17.0,21.2
NC vs AD,50,After Scaling,LR (ElasticNet),0.8028898028951446,0.027367233354915147,0.7689088945079051,0.836870711282384,0.8621310959224827,0.015958272744964117,0.8423162831815444,0.881945908663421,0.7848844481971418,0.046458758613156605,0.727198280225946,0.8425706161683375,0.8185735521050773,0.025681490708696728,0.7866857696718841,0.8504613345382706,0.7916798285771467,0.03063347242070625,0.7536433487323878,0.8297163084219056,73.0,82.6,18.2,20.0
NC vs AD,50,After Scaling,SVM (Linear),0.8080444420704023,0.021739203946516825,0.7810516551804031,0.8350372289604014,0.8598857569987913,0.012951264126165412,0.8438046386021038,0.8759668753954789,0.7676487117973186,0.05016745670167161,0.7053575869294068,0.8299398366652305,0.8438888405697131,0.03565586988515473,0.7996162306086787,0.8881614505307476,0.7925864122672271,0.022596822129507733,0.7645287517552032,0.8206440727792511,71.4,85.2,15.6,21.6
NC vs AD,50,After Scaling,SVM (RBF),0.8214625287110732,0.03107475703373964,0.7828781216493494,0.8600469357727969,0.888602478243928,0.017868034097251243,0.8664163835866938,0.9107885729011622,0.7822592130951265,0.05418381380702027,0.7149811222055732,0.8495373039846797,0.8556447660835376,0.03577958228157679,0.8112185468937343,0.9000709852733408,0.8070400917945115,0.03422475088185028,0.7645444507770254,0.8495357328119977,72.8,86.4,14.4,20.2
NC vs AD,50,After Scaling,SVM (Poly d2),0.5438277869771915,0.04081978695790549,0.4931433270972126,0.5945122468571704,0.7532101113714145,0.03125642515471373,0.7144001335442558,0.7920200891985731,0.05353843610809554,0.014855331071915555,0.035093106334700225,0.07198376588149086,0.9959183673469388,0.009126808071427723,0.9845859383461315,1.0072507963477462,0.10108675476409205,0.027392543697888884,0.06707441943519996,0.13509909009298415,5.0,100.4,0.4,88.0
NC vs AD,50,After Scaling,SVM (Sigmoid),0.8028951444901449,0.02683004527037643,0.7695812432077412,0.8362090457725485,0.8621037627597218,0.017264538508474446,0.8406670068481465,0.883540518671297,0.7679789491554198,0.04455770701732014,0.7126532485095021,0.8233046498013374,0.8333146225818172,0.033445592327238434,0.7917864346904852,0.8748428104731493,0.788710708612856,0.024169221722384036,0.7587006561355673,0.8187207610901447,71.4,84.2,16.6,21.6
MCI vs AD,50,Before Scaling,NeuralNet,0.4943396226415094,0.03663196704490633,0.4488550279784624,0.5398242173045564,0.4817174503707541,0.06277242285598757,0.40377519283045105,0.5596597079110571,0.559427968883566,0.15832559128981913,0.3628407821846738,0.7560151555824584,0.421191725863857,0.17481678810491766,0.20412801379236428,0.6382554379353498,0.5541702630709034,0.0891757722313167,0.44344391717925835,0.6648966089625485,51.4,26.8,38.4,41.6
MCI vs AD,50,Before Scaling,KNN,0.6157312315898416,0.048282867628581,0.5557801331253944,0.6756823300542887,0.6705477954664376,0.033252998209066166,0.6292587447579059,0.7118368461749693,0.6521842277376457,0.057658157532061015,0.5805921693273243,0.7237762861479672,0.5696081787065393,0.07081252579526975,0.48168281480467734,0.6575335426084014,0.6647280474081428,0.05113836114715687,0.6012313854445759,0.7282247093717098,60.6,36.8,28.4,32.4
MCI vs AD,50,Before Scaling,RandomForest,0.7028978584507604,0.030786695486515143,0.6646711270414921,0.7411245898600286,0.7816058498847827,0.04745436056151761,0.7226834788177656,0.8405282209517997,0.8617373779418015,0.056352935930382,0.7917659662039627,0.9317087896796403,0.482419164796214,0.06624691474332231,0.4001627557673564,0.5646755738250716,0.7722455852152541,0.029773319925595912,0.7352771257566388,0.8092140446738694,80.0,31.2,34.0,13.0
MCI vs AD,50,Before Scaling,LR (L1),0.7015603853196402,0.055138760561189396,0.6330965714252336,0.7700241992140467,0.7719835331799714,0.06420568064335899,0.6922616510449441,0.8517054153149987,0.6812268143077771,0.07345554122884182,0.5900197132953517,0.7724339153202024,0.7287579788399461,0.057533775941687314,0.6573203605724309,0.8001955971074612,0.7267985196883802,0.060891365551062324,0.651191903282161,0.8024051360945993,63.4,47.6,17.6,29.6
